index,year,energia_Gg_CO2e_GWP_SAR,residuo_Gg_CO2e_GWP_SAR,agropecuaria_Gg_CO2e_GWP_SAR,ippu_Gg_CO2e_GWP_SAR,lulucf_Gg_CO2e_GWP_SAR
"8000
Atividades de vigilância, segurança e investigação",2005,7.932005692814972,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2005,1681.5038084091718,0.0,0.0,0.0,0.0
"8591
Educação pública",2005,473.96798010926335,0.0,0.0,0.0,0.0
"8592
Educação privada",2005,166.32922976232376,0.0,0.0,0.0,0.0
"8691
Saúde pública",2005,387.1115827837875,35.1344980382239,0.0,0.0,0.0
"8692
Saúde privada",2005,125.12475342882543,50.3916519949799,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2005,65.8693278379987,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2005,202.6738739180688,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2005,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2005,23547.632547534307,48561.960167664336,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2006,9355.108323610084,0.0,0.0,0.0,162241.03362654118
"0192
Pecuária, inclusive o apoio à pecuária",2006,4287.502434044609,1260.5082,0.0,0.0,1069717.4888549016
"0280
Produção florestal; pesca e aquicultura",2006,2220.171289037555,0.0,0.0,0.0,-36192.08997253781
"0580
Extração de carvão mineral e de minerais não-metálicos",2006,1211.2665222702287,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2006,1835.8316333315965,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2006,3078.811786919296,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2006,4070.662765388692,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2006,2412.985855834995,1109.2368,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2006,779.124788812454,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2006,1360.525214788768,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2006,600.5687993628478,203.6601,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2006,25.459993107504708,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2006,1194.7230129139145,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2006,78.05352487503977,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2006,92.41834845244792,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2006,1178.7848696561537,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2006,4320.8452473592515,369.6483,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2006,37.95228811283619,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2006,52831.520434579696,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2006,708.1760376467479,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2006,12577.110366827319,0.0,0.0,14914.082338743643,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2006,2562.4393599077216,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2006,864.5511656261093,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2006,209.7290462635062,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2006,1408.098797470451,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2006,14087.427267127945,0.0,0.0,21714.61476506001,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2006,6889.427876453819,0.0,0.0,41388.71921700481,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2006,4157.214859906243,0.0,0.0,4381.90273274615,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2006,1484.0514490359928,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2006,64.527213451909,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2006,375.94703550605595,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2006,315.11659989832316,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2006,316.79921763113515,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2006,865.8837744020003,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2006,70.0659060047078,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2006,168.93832081524934,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2006,124.34641117820776,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2006,6215.843893796325,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2006,1327.3000717600116,0.0,0.0,0.0,0.0
"4180
Construção",2006,918.2281087727338,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2006,96.68106242496319,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2006,1652.1733602068498,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2006,134458.01363578739,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2006,3510.651194312674,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2006,6201.790383283172,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2006,114.70986677175081,0.0,0.0,0.0,0.0
"5500
Alojamento",2006,84.29313535422487,0.0,0.0,0.0,0.0
"5600
Alimentação",2006,158.46023672102038,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2006,6.946207649816946,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2006,23.562138035899373,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2006,119.2132024500679,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2006,52.58769818712822,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2006,142.28143602576287,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2006,54.01275158994396,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2006,80.5046243852333,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2006,169.53680595266277,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2006,17.985881226319076,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2006,18.329674512155282,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2006,507.2251493838457,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2006,7.896812829643545,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2006,1675.6753806276845,0.0,0.0,0.0,0.0
"8591
Educação pública",2006,473.3778259112971,0.0,0.0,0.0,0.0
"8592
Educação privada",2006,166.01953154592957,0.0,0.0,0.0,0.0
"8691
Saúde pública",2006,388.6093036904738,38.40033503707156,0.0,0.0,0.0
"8692
Saúde privada",2006,124.73834275100793,55.1053114070723,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2006,65.74424801292491,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2006,202.06041597231572,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2006,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2006,23607.65357518345,50269.34500534478,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2007,9877.404204565202,0.0,0.0,0.0,140188.10430722433
"0192
Pecuária, inclusive o apoio à pecuária",2007,4526.9516129770645,1313.6634,0.0,0.0,745774.4541035083
"0280
Produção florestal; pesca e aquicultura",2007,2335.4912186188726,0.0,0.0,0.0,-40546.976116664795
"0580
Extração de carvão mineral e de minerais não-metálicos",2007,1012.2732758106176,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2007,1848.354318290481,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2007,3537.20388683065,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2007,4705.006376401365,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2007,2647.349593263011,1202.6007,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2007,857.4159146190509,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2007,1492.9529517594103,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2007,660.6203182704165,170.1294,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2007,27.87105265436767,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2007,1324.16273768428,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2007,85.28153696573736,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2007,101.7455866737302,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2007,1317.7584317641958,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2007,4428.057413989834,390.4068,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2007,41.42061713081945,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2007,53111.006898653766,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2007,724.7146109859212,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2007,12657.193638407032,0.0,0.0,8448.730966510946,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2007,2718.984881809665,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2007,933.7617190738272,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2007,238.09565540084765,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2007,1574.5185772954399,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2007,15905.06334765845,0.0,0.0,23755.058491071002,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2007,7612.613360620024,0.0,0.0,49281.11651692364,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2007,4410.86588610164,0.0,0.0,4626.322503567311,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2007,1604.8759448731932,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2007,70.54085021921668,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2007,422.42637294585086,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2007,356.7671577665956,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2007,358.5246185909641,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2007,997.6467706653626,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2007,77.0473049285638,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2007,185.4394343670435,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2007,138.36479745468907,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2007,6210.0265161465095,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2007,1424.0890700451703,0.0,0.0,0.0,0.0
"4180
Construção",2007,1087.0273226277136,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2007,102.48431008112867,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2007,1742.6032289301359,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2007,139110.2855364626,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2007,4323.46181117507,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2007,6750.889805424852,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2007,121.09487745003128,0.0,0.0,0.0,0.0
"5500
Alojamento",2007,89.35056218659308,0.0,0.0,0.0,0.0
"5600
Alimentação",2007,164.07202841538725,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2007,7.364571624402114,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2007,24.975506254805808,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2007,126.3953990027203,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2007,55.75598809135633,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2007,150.85357081887383,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2007,57.261088408971666,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2007,85.35484596701461,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2007,176.22826366798918,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2007,19.014045227270586,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2007,18.985837846002084,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2007,537.7784905174598,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2007,8.344707434881068,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2007,1753.748195672305,0.0,0.0,0.0,0.0
"8591
Educação pública",2007,495.32265970033757,0.0,0.0,0.0,0.0
"8592
Educação privada",2007,176.01407314627295,0.0,0.0,0.0,0.0
"8691
Saúde pública",2007,406.35975667331724,42.34968921318828,0.0,0.0,0.0
"8692
Saúde privada",2007,132.18483231727416,57.03458983964424,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2007,69.69660037945536,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2007,213.70685432310393,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2007,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2007,23687.611672822597,50300.44945372541,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2008,10817.90819647277,0.0,0.0,0.0,145487.18143581037
"0192
Pecuária, inclusive o apoio à pecuária",2008,4929.178577130582,1404.7656000000002,0.0,0.0,843713.8427128744
"0280
Produção florestal; pesca e aquicultura",2008,2542.7115838039613,0.0,0.0,0.0,-34552.3931570911
"0580
Extração de carvão mineral e de minerais não-metálicos",2008,932.2305513045878,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2008,2221.2956948511483,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2008,3736.610301882479,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2008,3916.0884634512495,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2008,2660.1421916297318,1276.6509,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2008,844.5873818140731,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2008,1511.0240899791763,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2008,655.5803995720383,123.9399,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2008,30.13019719308164,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2008,1189.1951559088375,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2008,92.17536362487675,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2008,109.85864774723208,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2008,1469.6686896453748,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2008,4816.8080792805895,405.2139,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2008,44.73883735724916,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2008,62992.490358117815,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2008,880.5403930469195,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2008,12359.075896219421,0.0,0.0,7652.1937069227715,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2008,2438.2970236343544,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2008,834.103320339942,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2008,273.6770214051037,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2008,1738.717174767324,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2008,17369.765379076045,0.0,0.0,25562.17392521989,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2008,8102.218618572859,0.0,0.0,46005.62228756156,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2008,4112.9168212201885,0.0,0.0,4690.625643642956,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2008,1565.5297491357678,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2008,76.14621266838365,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2008,465.2213316424708,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2008,392.1014422935264,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2008,409.7745854651825,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2008,1191.0920558181388,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2008,83.18831349253117,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2008,200.18761537464152,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2008,149.11044292305044,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2008,5911.836881315106,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2008,1371.5607213592887,0.0,0.0,0.0,0.0
"4180
Construção",2008,1177.9441578284952,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2008,100.28781716056658,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2008,1696.6353016770552,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2008,144447.10459683693,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2008,4694.197068379762,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2008,6676.232062300361,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2008,117.79254029723792,0.0,0.0,0.0,0.0
"5500
Alojamento",2008,87.44372587267178,0.0,0.0,0.0,0.0
"5600
Alimentação",2008,158.455927603359,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2008,7.208255753749529,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2008,24.44221822255672,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2008,123.71497359368752,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2008,54.57365386363643,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2008,147.65464373931644,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2008,56.04360719868194,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2008,83.54485282828294,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2008,112.81845546574887,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2008,18.580698584526136,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2008,18.32879562967592,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2008,526.3640993325102,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2008,8.136212016354747,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2008,1681.6414049199454,0.0,0.0,0.0,0.0
"8591
Educação pública",2008,475.65935486061784,0.0,0.0,0.0,0.0
"8592
Educação privada",2008,172.27282286094652,0.0,0.0,0.0,0.0
"8691
Saúde pública",2008,391.77362595704255,48.60785344412514,0.0,0.0,0.0
"8692
Saúde privada",2008,129.24738701006635,61.47649936319111,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2008,68.21227093634789,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2008,208.87684744991606,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2008,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2008,24000.762987148988,51175.485941330255,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2009,10425.555048411306,0.0,0.0,0.0,57567.72064144006
"0192
Pecuária, inclusive o apoio à pecuária",2009,4740.294714979858,1500.5802,0.0,0.0,293230.3964030949
"0280
Produção florestal; pesca e aquicultura",2009,2430.472666786433,0.0,0.0,0.0,-33145.71435479873
"0580
Extração de carvão mineral e de minerais não-metálicos",2009,921.546191479383,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2009,2074.7544049520893,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2009,2950.9347767170193,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2009,2689.0095044512336,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2009,2676.726732504801,1299.123,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2009,855.5454726953105,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2009,1510.8247971324686,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2009,660.947007217586,71.316,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2009,30.226696493829092,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2009,1134.5831291226546,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2009,92.28489540662541,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2009,110.86558103090555,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2009,1472.0347633780602,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2009,4421.348786362221,415.4031,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2009,44.778008501475384,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2009,58667.96110022272,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2009,806.9217788839426,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2009,12226.486542748866,0.0,0.0,7584.047805644214,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2009,2488.5256398108113,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2009,848.0180823903389,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2009,272.0163438202397,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2009,1752.1451658013339,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2009,18556.663299827294,0.0,0.0,25045.138405175403,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2009,6190.61400236552,0.0,0.0,37182.78441581993,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2009,3421.194464270333,0.0,0.0,4073.180480141549,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2009,1255.4583123898728,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2009,76.26809143232107,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2009,472.2261748054423,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2009,394.4359624199839,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2009,408.5808635798843,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2009,1244.0230454433718,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2009,83.46350886097667,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2009,201.24596380750236,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2009,151.6074264901922,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2009,5895.709369730443,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2009,1197.4748226688835,0.0,0.0,0.0,0.0
"4180
Construção",2009,1204.5379928167738,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2009,89.53004739868935,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2009,1456.614684288805,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2009,142185.28845173068,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2009,4394.571045861381,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2009,7834.266687117209,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2009,102.42379523158661,0.0,0.0,0.0,0.0
"5500
Alojamento",2009,78.01875012582987,0.0,0.0,0.0,0.0
"5600
Alimentação",2009,117.51885597479483,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2009,6.441267357377102,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2009,21.80648950512511,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2009,110.55675363259542,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2009,48.76939815293812,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2009,131.95063184968726,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2009,50.047902915489,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2009,74.65932556746083,0.0,0.0,0.0,0.0
