biome,from_level_1,to_level_2,year,values,total,coeficiente
AMAZÔNIA,1. Forest,Agriculture,1985-1986,2456.5233240417488,990004.4360351791,0.0024813255725194125
AMAZÔNIA,1. Forest,Forest Plantation,1985-1986,0.0,990004.4360351791,0.0
AMAZÔNIA,1. Forest,Land Use Mosaic,1985-1986,39.13493320312496,990004.4360351791,3.9530058430702154e-05
AMAZÔNIA,1. Forest,Pasture,1985-1986,987508.7777779342,990004.4360351791,0.9974791443690499
CAATINGA,1. Forest,Agriculture,1985-1986,3418.2201185852114,16766.901651757835,0.20386712999099907
CAATINGA,1. Forest,Forest Plantation,1985-1986,0.0,16766.901651757835,0.0
CAATINGA,1. Forest,Land Use Mosaic,1985-1986,11398.706535156267,16766.901651757835,0.6798338042354553
CAATINGA,1. Forest,Pasture,1985-1986,1949.9749980163556,16766.901651757835,0.11629906577354565
CERRADO,1. Forest,Agriculture,1985-1986,5375.169480993644,994950.562015337,0.005402448811231273
CERRADO,1. Forest,Forest Plantation,1985-1986,354.1294014587397,994950.562015337,0.0003559266309086027
CERRADO,1. Forest,Land Use Mosaic,1985-1986,735460.6625813405,994950.562015337,0.7391931726654007
CERRADO,1. Forest,Pasture,1985-1986,253760.60055154408,994950.562015337,0.25504845189245934
MATA ATLÂNTICA,1. Forest,Agriculture,1985-1986,10089.553409948738,1226649.8147197198,0.008225292409353295
MATA ATLÂNTICA,1. Forest,Forest Plantation,1985-1986,24674.306327355946,1226649.8147197198,0.020115199979053384
MATA ATLÂNTICA,1. Forest,Land Use Mosaic,1985-1986,921053.785556219,1226649.8147197198,0.7508693797558457
MATA ATLÂNTICA,1. Forest,Pasture,1985-1986,270832.16942619596,1226649.8147197198,0.22079012785574753
PAMPA,1. Forest,Agriculture,1985-1986,22.34314294433595,1530.7747809448076,0.014595970107729084
PAMPA,1. Forest,Forest Plantation,1985-1986,1441.4608896789384,1530.7747809448076,0.9416544534325658
PAMPA,1. Forest,Land Use Mosaic,1985-1986,66.9707483215332,1530.7747809448076,0.043749576459705106
PAMPA,1. Forest,Pasture,1985-1986,0.0,1530.7747809448076,0.0
PANTANAL,1. Forest,Agriculture,1985-1986,0.0,140542.79712282724,0.0
PANTANAL,1. Forest,Forest Plantation,1985-1986,0.0,140542.79712282724,0.0
PANTANAL,1. Forest,Land Use Mosaic,1985-1986,116696.97412944969,140542.79712282724,0.8303305222213735
PANTANAL,1. Forest,Pasture,1985-1986,23845.82299337754,140542.79712282724,0.16966947777862645
AMAZÔNIA,1. Forest,Agriculture,1986-1987,7152.281603863507,1627636.0247537715,0.004394275805578525
AMAZÔNIA,1. Forest,Forest Plantation,1986-1987,8083.522221276723,1627636.0247537715,0.00496641884201328
AMAZÔNIA,1. Forest,Land Use Mosaic,1986-1987,16.0896533752441,1627636.0247537715,9.885289542960406e-06
AMAZÔNIA,1. Forest,Pasture,1986-1987,1612384.131275256,1627636.0247537715,0.9906294200628651
CAATINGA,1. Forest,Agriculture,1986-1987,1967.4178644287133,1349581.2594763387,0.0014577987435836996
CAATINGA,1. Forest,Forest Plantation,1986-1987,27.762862860107376,1349581.2594763387,2.0571464419178326e-05
CAATINGA,1. Forest,Land Use Mosaic,1986-1987,787326.471909822,1349581.2594763387,0.5833857475283248
CAATINGA,1. Forest,Pasture,1986-1987,560259.606839228,1349581.2594763387,0.4151358822636723
CERRADO,1. Forest,Agriculture,1986-1987,80535.57020122671,1314951.185937145,0.06124605313301443
CERRADO,1. Forest,Forest Plantation,1986-1987,19129.22341144408,1314951.185937145,0.01454747797182371
CERRADO,1. Forest,Land Use Mosaic,1986-1987,351389.9130936951,1314951.185937145,0.26722658365699337
CERRADO,1. Forest,Pasture,1986-1987,863896.4792307791,1314951.185937145,0.6569798852381685
MATA ATLÂNTICA,1. Forest,Agriculture,1986-1987,8429.073447644038,745236.3584986137,0.011310604147958673
MATA ATLÂNTICA,1. Forest,Forest Plantation,1986-1987,30268.83475227049,745236.3584986137,0.0406164224371063
MATA ATLÂNTICA,1. Forest,Land Use Mosaic,1986-1987,576944.8790441091,745236.3584986137,0.7741770412362166
MATA ATLÂNTICA,1. Forest,Pasture,1986-1987,129593.57125459008,745236.3584986137,0.1738959321787185
PAMPA,1. Forest,Agriculture,1986-1987,604.9294300415041,27241.519460711665,0.02220615597136375
PAMPA,1. Forest,Forest Plantation,1986-1987,18741.55530773924,27241.519460711665,0.6879776047282801
PAMPA,1. Forest,Land Use Mosaic,1986-1987,7895.03472293092,27241.519460711665,0.2898162393003561
PAMPA,1. Forest,Pasture,1986-1987,0.0,27241.519460711665,0.0
PANTANAL,1. Forest,Agriculture,1986-1987,0.0,93411.75289291979,0.0
PANTANAL,1. Forest,Forest Plantation,1986-1987,0.0,93411.75289291979,0.0
PANTANAL,1. Forest,Land Use Mosaic,1986-1987,75790.09962219844,93411.75289291979,0.8113550733715329
PANTANAL,1. Forest,Pasture,1986-1987,17621.65327072134,93411.75289291979,0.18864492662846696
AMAZÔNIA,1. Forest,Agriculture,1987-1988,3956.591922296143,1713173.25962425,0.0023095106697870954
AMAZÔNIA,1. Forest,Forest Plantation,1987-1988,259.1203216735834,1713173.25962425,0.00015125167300966176
AMAZÔNIA,1. Forest,Land Use Mosaic,1987-1988,19.01529087524413,1713173.25962425,1.1099455801344196e-05
AMAZÔNIA,1. Forest,Pasture,1987-1988,1708938.532089405,1713173.25962425,0.9975281382014018
CAATINGA,1. Forest,Agriculture,1987-1988,5710.509323028512,851679.7806549681,0.006704995765705455
CAATINGA,1. Forest,Forest Plantation,1987-1988,414.5226969360361,851679.7806549681,0.0004867119149139073
CAATINGA,1. Forest,Land Use Mosaic,1987-1988,524547.5084755801,851679.7806549681,0.6158975713526824
CAATINGA,1. Forest,Pasture,1987-1988,321007.24015942344,851679.7806549681,0.37691072096669825
CERRADO,1. Forest,Agriculture,1987-1988,34153.50458059091,1468649.3527343795,0.023255043497620993
CERRADO,1. Forest,Forest Plantation,1987-1988,212453.89282202,1468649.3527343795,0.1446593718415266
CERRADO,1. Forest,Land Use Mosaic,1987-1988,364379.7913851259,1468649.3527343795,0.24810537022108897
CERRADO,1. Forest,Pasture,1987-1988,857662.1639466425,1468649.3527343795,0.5839802144397633
MATA ATLÂNTICA,1. Forest,Agriculture,1987-1988,4809.026301416015,640630.9426265077,0.0075067031287930006
MATA ATLÂNTICA,1. Forest,Forest Plantation,1987-1988,111488.57140227557,640630.9426265077,0.17402932637812685
MATA ATLÂNTICA,1. Forest,Land Use Mosaic,1987-1988,407458.3900959727,640630.9426265077,0.6360267089588955
MATA ATLÂNTICA,1. Forest,Pasture,1987-1988,116874.95482684352,640630.9426265077,0.1824372615341848
PAMPA,1. Forest,Agriculture,1987-1988,603.6110741394042,50021.68543512574,0.012066987925111822
PAMPA,1. Forest,Forest Plantation,1987-1988,40391.71539935304,50021.68543512574,0.8074840951078701
PAMPA,1. Forest,Land Use Mosaic,1987-1988,9026.3589616333,50021.68543512574,0.180448916967018
PAMPA,1. Forest,Pasture,1987-1988,0.0,50021.68543512574,0.0
PANTANAL,1. Forest,Agriculture,1987-1988,0.0,59309.35598500983,0.0
PANTANAL,1. Forest,Forest Plantation,1987-1988,0.0,59309.35598500983,0.0
PANTANAL,1. Forest,Land Use Mosaic,1987-1988,45485.70947651985,59309.35598500983,0.7669230043235701
PANTANAL,1. Forest,Pasture,1987-1988,13823.646508489985,59309.35598500983,0.23307699567643
AMAZÔNIA,1. Forest,Agriculture,1988-1989,7367.044504931641,1752656.3999069978,0.004203359258165241
AMAZÔNIA,1. Forest,Forest Plantation,1988-1989,1752.7241568481352,1752656.3999069978,0.0010000386595690638
AMAZÔNIA,1. Forest,Land Use Mosaic,1988-1989,20.03961623535159,1752656.3999069978,1.1433853341941389e-05
AMAZÔNIA,1. Forest,Pasture,1988-1989,1743516.5916289827,1752656.3999069978,0.9947851682289237
CAATINGA,1. Forest,Agriculture,1988-1989,4759.699882354739,621068.0381451761,0.007663733423747927
CAATINGA,1. Forest,Forest Plantation,1988-1989,260.30850203247047,621068.0381451761,0.00041913041091260075
CAATINGA,1. Forest,Land Use Mosaic,1988-1989,400711.8858114556,621068.0381451761,0.6451980478792377
CAATINGA,1. Forest,Pasture,1988-1989,215336.14394933335,621068.0381451761,0.34671908828610176
CERRADO,1. Forest,Agriculture,1988-1989,51822.39382899776,1276734.4521159364,0.0405897982490504
CERRADO,1. Forest,Forest Plantation,1988-1989,39774.019896301375,1276734.4521159364,0.031152930689998814
CERRADO,1. Forest,Land Use Mosaic,1988-1989,346965.4916853699,1276734.4521159364,0.2717601072880447
CERRADO,1. Forest,Pasture,1988-1989,838172.5467052674,1276734.4521159364,0.656497163772906
MATA ATLÂNTICA,1. Forest,Agriculture,1988-1989,4485.217509161377,487058.9382155522,0.00920877774175331
MATA ATLÂNTICA,1. Forest,Forest Plantation,1988-1989,40735.77321208501,487058.9382155522,0.0836362296549356
MATA ATLÂNTICA,1. Forest,Land Use Mosaic,1988-1989,360188.17502080713,487058.9382155522,0.7395166103314641
MATA ATLÂNTICA,1. Forest,Pasture,1988-1989,81649.77247349864,487058.9382155522,0.167638382271847
PAMPA,1. Forest,Agriculture,1988-1989,573.1429893615721,29393.19008219599,0.01949917609346988
PAMPA,1. Forest,Forest Plantation,1988-1989,21268.89640801996,29393.19008219599,0.7235994578520734
PAMPA,1. Forest,Land Use Mosaic,1988-1989,7551.15068481446,29393.19008219599,0.25690136605445674
PAMPA,1. Forest,Pasture,1988-1989,0.0,29393.19008219599,0.0
PANTANAL,1. Forest,Agriculture,1988-1989,0.0,57831.72492595205,0.0
PANTANAL,1. Forest,Forest Plantation,1988-1989,0.0,57831.72492595205,0.0
PANTANAL,1. Forest,Land Use Mosaic,1988-1989,46658.29853626085,57831.72492595205,0.8067941704315807
PANTANAL,1. Forest,Pasture,1988-1989,11173.426389691194,57831.72492595205,0.19320582956841925
AMAZÔNIA,1. Forest,Agriculture,1989-1990,3506.7590712585375,1437893.5058090128,0.0024388169618204817
AMAZÔNIA,1. Forest,Forest Plantation,1989-1990,1601.4843009765686,1437893.5058090128,0.0011137711482155374
AMAZÔNIA,1. Forest,Land Use Mosaic,1989-1990,5.33053934326172,1437893.5058090128,3.7071864652887203e-06
AMAZÔNIA,1. Forest,Pasture,1989-1990,1432779.9318974344,1437893.5058090128,0.9964437047034986
CAATINGA,1. Forest,Agriculture,1989-1990,5019.685133917229,615369.3206578861,0.008157191080879245
CAATINGA,1. Forest,Forest Plantation,1989-1990,54.95776385498058,615369.3206578861,8.930858593377015e-05
CAATINGA,1. Forest,Land Use Mosaic,1989-1990,378887.8970423889,615369.3206578861,0.6157081354613569
CAATINGA,1. Forest,Pasture,1989-1990,231406.78071772496,615369.3206578861,0.37604536487183005
CERRADO,1. Forest,Agriculture,1989-1990,56276.83254210195,1180820.7000437432,0.04765908366953356
CERRADO,1. Forest,Forest Plantation,1989-1990,49733.183999023575,1180820.7000437432,0.042117473039879144
CERRADO,1. Forest,Land Use Mosaic,1989-1990,281802.50959045417,1180820.7000437432,0.238649703193732
CERRADO,1. Forest,Pasture,1989-1990,793008.1739121636,1180820.7000437432,0.6715737400968553
MATA ATLÂNTICA,1. Forest,Agriculture,1989-1990,4794.556978790282,397933.3035604248,0.012048644674602474
MATA ATLÂNTICA,1. Forest,Forest Plantation,1989-1990,32507.6163312683,397933.3035604248,0.08169111768332335
MATA ATLÂNTICA,1. Forest,Land Use Mosaic,1989-1990,286711.56780556025,397933.3035604248,0.7205015645593585
MATA ATLÂNTICA,1. Forest,Pasture,1989-1990,73919.562444806,397933.3035604248,0.18575867308271563
PAMPA,1. Forest,Agriculture,1989-1990,465.21765379028346,20706.28562749637,0.022467460468743358
PAMPA,1. Forest,Forest Plantation,1989-1990,14461.361173779322,20706.28562749637,0.6984044088803515
PAMPA,1. Forest,Land Use Mosaic,1989-1990,5779.551014099127,20706.28562749637,0.2791206070500797
PAMPA,1. Forest,Pasture,1989-1990,0.155785827636719,20706.28562749637,7.523600825338142e-06
PANTANAL,1. Forest,Agriculture,1989-1990,0.0,51658.039938482514,0.0
PANTANAL,1. Forest,Forest Plantation,1989-1990,0.0,51658.039938482514,0.0
PANTANAL,1. Forest,Land Use Mosaic,1989-1990,41640.1523728392,51658.039938482514,0.8060730221748015
PANTANAL,1. Forest,Pasture,1989-1990,10017.887565643317,51658.039938482514,0.19392697782519852
AMAZÔNIA,1. Forest,Agriculture,1990-1991,4110.6603546508795,1413110.055414477,0.002908945654232988
AMAZÔNIA,1. Forest,Forest Plantation,1990-1991,780.6719367553662,1413110.055414477,0.0005524494951855599
AMAZÔNIA,1. Forest,Land Use Mosaic,1990-1991,6.8779284362793,1413110.055414477,4.867227722232821e-06
AMAZÔNIA,1. Forest,Pasture,1990-1991,1408211.8451946343,1413110.055414477,0.9965337376228591
CAATINGA,1. Forest,Agriculture,1990-1991,3103.862654925538,580743.987621583,0.005344631577913188
CAATINGA,1. Forest,Forest Plantation,1990-1991,138.484903778076,580743.987621583,0.00023846119241842888
CAATINGA,1. Forest,Land Use Mosaic,1990-1991,357008.36668272794,580743.987621583,0.6147431127868295
CAATINGA,1. Forest,Pasture,1990-1991,220493.27338015148,580743.987621583,0.3796737944428389
CERRADO,1. Forest,Agriculture,1990-1991,38814.26190214853,1212409.036155035,0.032014164151433475
CERRADO,1. Forest,Forest Plantation,1990-1991,157089.1209803528,1212409.036155035,0.12956775831903752
CERRADO,1. Forest,Land Use Mosaic,1990-1991,271054.62175567594,1212409.036155035,0.22356697589064753
CERRADO,1. Forest,Pasture,1990-1991,745451.0315168577,1212409.036155035,0.6148511016388815
MATA ATLÂNTICA,1. Forest,Agriculture,1990-1991,5505.395251666263,448992.18625357636,0.012261672742244545
MATA ATLÂNTICA,1. Forest,Forest Plantation,1990-1991,87432.57107210663,448992.18625357636,0.19473071859368066
MATA ATLÂNTICA,1. Forest,Land Use Mosaic,1990-1991,292097.8846553467,448992.18625357636,0.650563403102029
MATA ATLÂNTICA,1. Forest,Pasture,1990-1991,63956.33527445676,448992.18625357636,0.14244420556204573
PAMPA,1. Forest,Agriculture,1990-1991,702.3052287353511,22976.071419030777,0.030566810832318398
PAMPA,1. Forest,Forest Plantation,1990-1991,16951.37575649416,22976.071419030777,0.7377839077595119
PAMPA,1. Forest,Land Use Mosaic,1990-1991,5322.39043380127,22976.071419030777,0.2316492814081699
PAMPA,1. Forest,Pasture,1990-1991,0.0,22976.071419030777,0.0
PANTANAL,1. Forest,Agriculture,1990-1991,0.599423376464844,41030.53099795536,1.4609203485441477e-05
PANTANAL,1. Forest,Forest Plantation,1990-1991,0.0,41030.53099795536,0.0
PANTANAL,1. Forest,Land Use Mosaic,1990-1991,34440.98489375615,41030.53099795536,0.8393989562424239
PANTANAL,1. Forest,Pasture,1990-1991,6588.946680822741,41030.53099795536,0.16058643455409052
AMAZÔNIA,1. Forest,Agriculture,1991-1992,3916.647136224364,2044645.6922846865,0.0019155627554463502
AMAZÔNIA,1. Forest,Forest Plantation,1991-1992,1622.1783774963387,2044645.6922846865,0.0007933787177003352
