atividade,descricao,CNAE 4 digitos,cnae_2.0,Secao_ISIC_Rev.4
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5222,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5223,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5229,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5231,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5232,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5239,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5240,52,H
5280,"Armazenamento, atividades auxiliares dos transportes e correio",5250,52,H
5500,Alojamento,5510,55,I
5500,Alojamento,5590,55,I
5600,Alimentação,5611,56,I
5600,Alimentação,5612,56,I
5600,Alimentação,5620,56,I
5800,Edição e edição integrada à impressão,5811,58,J
5800,Edição e edição integrada à impressão,5812,58,J
5800,Edição e edição integrada à impressão,5813,58,J
5800,Edição e edição integrada à impressão,5819,58,J
5800,Edição e edição integrada à impressão,5821,58,J
5800,Edição e edição integrada à impressão,5822,58,J
5800,Edição e edição integrada à impressão,5823,58,J
5800,Edição e edição integrada à impressão,5829,58,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",5911,59,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",5912,59,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",5913,59,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",5914,59,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",5920,59,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",6010,60,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",6021,60,J
5980,"Atividades de televisão, rádio, cinema e gravação/edição de som e imagem",6022,60,J
6100,Telecomunicações,6110,61,J
6100,Telecomunicações,6120,61,J
6100,Telecomunicações,6130,61,J
6100,Telecomunicações,6141,61,J
6100,Telecomunicações,6142,61,J
6100,Telecomunicações,6143,61,J
6100,Telecomunicações,6190,61,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6201,62,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6202,62,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6203,62,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6204,62,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6209,62,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6311,63,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6319,63,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6391,63,J
6280,Desenvolvimento de sistemas e outros serviços de informação,6399,63,J
6480,"Intermediação financeira, seguros e previdência complementar",6410,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6421,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6422,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6423,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6424,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6431,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6432,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6433,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6434,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6435,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6436,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6437,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6438,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6440,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6450,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6461,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6462,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6463,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6470,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6491,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6492,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6493,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6499,64,K
6480,"Intermediação financeira, seguros e previdência complementar",6511,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6512,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6520,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6530,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6541,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6542,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6550,65,K
6480,"Intermediação financeira, seguros e previdência complementar",6611,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6612,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6613,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6619,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6621,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6622,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6629,66,K
6480,"Intermediação financeira, seguros e previdência complementar",6630,66,K
6800,Atividades imobiliárias,6810,68,L
6800,Atividades imobiliárias,6821,68,L
6800,Atividades imobiliárias,6822,68,L
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",6911,69,M
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",6912,69,M
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",6920,69,M
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",7010,70,M
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",7020,70,M
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7111,71,M
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7112,71,M
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7119,71,M
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7120,71,M
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7210,72,M
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7220,72,M
7380,"Outras atividades profissionais, científicas e técnicas",7311,73,M
7380,"Outras atividades profissionais, científicas e técnicas",7312,73,M
7380,"Outras atividades profissionais, científicas e técnicas",7319,73,M
7380,"Outras atividades profissionais, científicas e técnicas",7320,73,M
7380,"Outras atividades profissionais, científicas e técnicas",7410,74,M
7380,"Outras atividades profissionais, científicas e técnicas",7420,74,M
7380,"Outras atividades profissionais, científicas e técnicas",7490,74,M
7380,"Outras atividades profissionais, científicas e técnicas",7500,75,M
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7711,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7719,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7721,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7722,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7723,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7729,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7731,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7732,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7733,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7739,77,N
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7740,77,N
7880,Outras atividades administrativas e serviços complementares,7810,78,N
7880,Outras atividades administrativas e serviços complementares,7820,78,N
7880,Outras atividades administrativas e serviços complementares,7830,78,N
7880,Outras atividades administrativas e serviços complementares,7911,79,N
7880,Outras atividades administrativas e serviços complementares,7912,79,N
7880,Outras atividades administrativas e serviços complementares,7990,79,N
7880,Outras atividades administrativas e serviços complementares,8111,81,N
7880,Outras atividades administrativas e serviços complementares,8112,81,N
7880,Outras atividades administrativas e serviços complementares,8121,81,N
7880,Outras atividades administrativas e serviços complementares,8122,81,N
7880,Outras atividades administrativas e serviços complementares,8129,81,N
7880,Outras atividades administrativas e serviços complementares,8130,81,N
7880,Outras atividades administrativas e serviços complementares,8211,82,N
7880,Outras atividades administrativas e serviços complementares,8219,82,N
7880,Outras atividades administrativas e serviços complementares,8220,82,N
7880,Outras atividades administrativas e serviços complementares,8230,82,N
7880,Outras atividades administrativas e serviços complementares,8291,82,N
7880,Outras atividades administrativas e serviços complementares,8292,82,N
7880,Outras atividades administrativas e serviços complementares,8299,82,N
8000,"Atividades de vigilância, segurança e investigação",8011,80,N
8000,"Atividades de vigilância, segurança e investigação",8012,80,N
8000,"Atividades de vigilância, segurança e investigação",8020,80,N
8000,"Atividades de vigilância, segurança e investigação",8030,80,N
8400,"Administração pública, defesa e seguridade social",8411,84,O
8400,"Administração pública, defesa e seguridade social",8412,84,O
8400,"Administração pública, defesa e seguridade social",8413,84,O
8400,"Administração pública, defesa e seguridade social",8421,84,O
8400,"Administração pública, defesa e seguridade social",8422,84,O
8400,"Administração pública, defesa e seguridade social",8423,84,O
8400,"Administração pública, defesa e seguridade social",8424,84,O
8400,"Administração pública, defesa e seguridade social",8425,84,O
8400,"Administração pública, defesa e seguridade social",8430.,84,O
8591,Educação,8511,85,P
8591,Educação,8512,85,P
8591,Educação,8513,85,P
8591,Educação,8520,85,P
8591,Educação,8531,85,P
8591,Educação,8532,85,P
8591,Educação,8533,85,P
8591,Educação,8541,85,P
8591,Educação,8542,85,P
8591,Educação,8550,85,P
8591,Educação,8591,85,P
8591,Educação,8592,85,P
8591,Educação,8593,85,P
8591,Educação,8599,85,P
8691,Saúde,8610,86,Q
8691,Saúde,8621,86,Q
8691,Saúde,8622,86,Q
8691,Saúde,8630,86,Q
8691,Saúde,8640,86,Q
8691,Saúde,8650,86,Q
8691,Saúde,8660,86,Q
8691,Saúde,8690,86,Q
8691,Saúde,8711,87,Q
8691,Saúde,8712,87,Q
8691,Saúde,8720,87,Q
8691,Saúde,8730,87,Q
8692,Saúde privada,8692,86,Q
8692,Saúde privada,8800,88,Q
9080,"Atividades artísticas, criativas e de espetáculos",9001,90,R
9080,"Atividades artísticas, criativas e de espetáculos",9002,90,R
9080,"Atividades artísticas, criativas e de espetáculos",9003,90,R
9080,"Atividades artísticas, criativas e de espetáculos",9101,91,R
9080,"Atividades artísticas, criativas e de espetáculos",9102,91,R
9080,"Atividades artísticas, criativas e de espetáculos",9103,91,R
9080,"Atividades artísticas, criativas e de espetáculos",9200,92,R
9080,"Atividades artísticas, criativas e de espetáculos",9311,93,R
9080,"Atividades artísticas, criativas e de espetáculos",9312,93,R
9080,"Atividades artísticas, criativas e de espetáculos",9313,93,R
9080,"Atividades artísticas, criativas e de espetáculos",9319,93,R
9080,"Atividades artísticas, criativas e de espetáculos",9321,93,R
9080,"Atividades artísticas, criativas e de espetáculos",9329,93,R
9480,Organizações associativas e outros serviços pessoais,9411,94,S
9480,Organizações associativas e outros serviços pessoais,9412,94,S
9480,Organizações associativas e outros serviços pessoais,9420,94,S
9480,Organizações associativas e outros serviços pessoais,9430,94,S
9480,Organizações associativas e outros serviços pessoais,9491,94,S
9480,Organizações associativas e outros serviços pessoais,9492,94,S
9480,Organizações associativas e outros serviços pessoais,9493,94,S
9480,Organizações associativas e outros serviços pessoais,9499,94,S
9480,Organizações associativas e outros serviços pessoais,9511,95,S
9480,Organizações associativas e outros serviços pessoais,9521,95,S
9480,Organizações associativas e outros serviços pessoais,9529,95,S
9480,Organizações associativas e outros serviços pessoais,9601,96,S
9480,Organizações associativas e outros serviços pessoais,9602,96,S
9480,Organizações associativas e outros serviços pessoais,9603,96,S
9480,Organizações associativas e outros serviços pessoais,9609,96,S
9700,Serviços domésticos,9700,97,T
